#,pincode,state_original,major_city,latitude,longitude,region,coastal_city,distance_to_state_capital,city_tier,is_metro_city,is_smart_city,is_state_capital,is_union_territory_capital,literacy_rate,median_age_estimate,consumer_price_index,income_bucket,has_airport,has_international_airport,has_metro_rail,has_seaport,major_railway_station,internet_penetration_state,smartphone_penetration_state,digital_payment_index,is_it_hub,is_manufacturing_hub,is_financial_center,is_textile_hub,is_education_hub,is_tourist_city,is_coastal,district_population_numeric,district_population,sex_ratio
1,15301,PA,Green Hills,40.164113284535446,-80.25303248178975,NE,False,286.064755261537,T3,True,False,False,False,16.854328892747645,43.6,315.605,M,False,False,False,False,False,88.70422792439047,85.51273856268834,82.9111496666971,False,False,False,False,False,False,False,210042.0,VS,100.07947862025117
2,15658,PA,Laurel Mountain,40.25466548778893,-79.22217481405052,NE,False,198.1702666215365,T3,True,False,False,False,23.510830324909747,55.2,315.605,M,False,False,False,False,False,87.15039577836411,83.7203166226913,81.66226912928761,False,False,False,False,False,False,False,72799.0,VS,108.61182519280206
3,15601,PA,Norvelt,40.313967647018536,-79.53643689722752,NE,False,224.76920187968057,T2,True,False,False,False,25.638206329477004,46.0,315.605,M,False,False,False,False,False,90.79291197125592,86.31798138167565,84.02845827208884,False,False,False,False,False,False,False,352500.0,S,99.54379884711958
4,30114,GA,Woodstock,34.244328504472364,-84.53930029893318,S,False,56.81668233109966,T2,True,False,False,False,25.60899287502407,38.6,315.605,M,False,False,False,False,False,94.49774006088,95.04658241859607,88.56539987086063,False,False,False,False,False,False,False,281032.0,S,99.14139802106608
5,30281,GA,Stockbridge,33.5633934538784,-84.19610566526536,S,False,27.228676436044267,T3,True,False,False,False,17.84328464335778,39.1,315.605,M,False,False,False,False,False,94.34111594776414,95.03903298917147,88.50010792531567,False,False,False,False,False,False,False,249960.0,VS,85.93352376006233
6,31044,GA,Jeffersonville,32.66857449573388,-83.37611874953653,S,False,152.62622610648702,T3,True,False,False,False,5.006765899864682,45.9,315.605,L,False,False,False,False,False,74.89063867016623,80.83989501312337,71.25021872265967,False,False,False,False,False,False,False,7803.0,VS,96.80715197956576
7,31419,GA,Richmond Hill,31.984791459102315,-81.238667412513,S,True,353.5213562632731,T2,True,False,False,False,24.87940396514712,36.5,315.605,M,False,False,False,False,False,92.6051829941283,93.56761290892234,87.29073771577413,False,False,False,False,False,False,True,300879.0,S,95.148386214442
8,30137,GA,Emerson,34.11658405643593,-84.76569768194457,S,False,53.71069852019416,T3,True,False,False,False,22.38938053097345,36.5,315.605,M,False,False,False,False,False,92.16666666666666,94.0,87.26666666666667,False,False,False,False,False,False,False,113113.0,VS,89.88888888888889
9,30184,GA,Cartersville,34.260419939454174,-84.71603270894826,S,False,64.4065851359325,T2,True,False,False,False,20.698760918139342,44.4,315.605,H,False,False,False,False,False,90.6856403622251,93.53169469598966,91.01034928848642,False,False,False,False,False,False,False,281032.0,S,97.1372984991662
10,31519,GA,Broxton,31.676412725024303,-82.8694597351194,S,False,270.7242160825676,T3,True,False,False,False,9.760506100316311,46.2,315.605,L,False,False,False,False,False,84.84848484848484,84.10938654841094,76.37767923133777,False,False,False,False,False,False,False,43347.0,VS,101.15830115830116
11,30427,GA,Mendes,31.92270848281693,-81.96621487884963,S,True,304.01162089037405,T3,True,False,False,False,7.667807007195942,38.0,315.605,M,False,False,False,False,False,86.28915662650603,85.06024096385542,81.78674698795182,False,False,False,False,False,False,True,30949.0,VS,132.2706209453197
12,30824,GA,Thomson,33.51586678896825,-82.51467269353347,S,False,175.35998924566167,T3,True,False,False,False,11.158869234584229,42.0,315.605,M,False,False,False,False,False,78.6855317206755,84.90795679294082,78.69199756579948,False,False,False,False,False,False,False,5170.0,VS,96.58497844338552
13,89421,NV,Fort McDermitt,42.04484926139972,-117.94723608619866,W,False,355.28056596713134,T3,True,False,False,False,9.401709401709402,52.1,315.605,L,False,False,False,False,False,62.32876712328768,61.64383561643836,59.50684931506849,False,False,False,False,False,False,False,17289.0,VS,52.77777777777778
14,48225,MI,Detroit,42.438910206169055,-82.92965288966442,MW,True,137.04893417982657,T1,True,True,False,False,16.313355174407402,36.5,315.605,M,True,True,True,True,True,94.1714672992206,90.63029481531684,86.88919010504912,True,True,True,True,False,True,True,1772259.0,L,91.9627951347484
15,8072,NJ,Quinton,39.544945585565024,-75.41258144283069,NE,True,94.08120101366588,T3,True,False,False,False,16.216216216216218,28.7,315.605,M,False,False,False,False,False,100.0,58.22784810126582,77.87974683544303,False,False,False,False,False,False,True,65275.0,VS,82.22222222222221
16,7821,NJ,Allamuchy,40.96461549994733,-74.74806556456728,NE,False,83.12107553631405,T3,True,False,False,False,28.56273764258555,40.1,315.605,H,False,False,False,False,False,95.91894173937516,93.27329017731496,93.0132282578103,False,False,False,False,False,False,False,110849.0,VS,108.68250539956804
17,8820,NJ,Metuchen,40.57725232237308,-74.36597914040188,NE,True,51.21095543957654,T2,True,False,False,False,35.599897858680194,42.9,315.605,H,False,False,False,False,False,95.6224869129808,93.74857749791369,93.0609968894621,False,False,False,False,False,False,True,871290.0,M,99.86002099685048
18,63556,MO,Milan,40.18250712644348,-93.11722475793565,MW,False,196.11392801432865,T3,False,False,False,False,9.278803869832894,44.3,315.605,M,False,False,False,False,False,79.8237885462555,89.77973568281938,70.85242290748899,False,False,False,False,False,False,False,5857.0,VS,104.74055092889174
19,63456,MO,Monroe City,39.653639037168105,-91.72691665044474,MW,False,125.79510920044682,T3,True,False,False,False,15.514544885830468,39.3,315.605,M,False,False,False,False,False,87.55066589461494,84.71337579617835,82.1699478865084,False,False,False,False,False,False,False,10428.0,VS,103.99484536082475
20,98563,WA,Cosmopolis,47.20639856351676,-123.60824707028186,W,True,56.71764280211315,T3,True,False,False,False,13.600560126028356,48.5,315.605,M,False,False,False,False,False,92.2365988909427,88.94023413431917,85.52372150338878,False,False,False,False,False,False,True,77053.0,VS,107.81634326318664
21,64083,MO,Peculiar,38.800818938572,-94.44829557937284,MW,False,198.99873039057545,T3,True,False,False,False,22.84269662921348,41.5,315.605,H,False,False,False,False,False,95.3670634920635,92.34126984126983,92.46626984126983,False,False,False,False,False,False,False,110773.0,VS,97.22243131351148
22,65667,MO,Hartville,37.30573733261334,-92.51435085782045,MW,False,144.45055933300625,T3,True,False,False,False,9.623241034952338,38.5,315.605,L,False,False,False,False,False,77.44227353463587,81.34991119005328,72.449378330373,False,False,False,False,False,False,False,18965.0,VS,107.93346129238644
23,65041,MO,Hermann,38.64088276068831,-91.477116350002,MW,False,60.92837101433864,T3,True,False,False,False,18.92675852066715,46.9,315.605,M,False,False,False,False,False,84.15841584158416,81.83383555746879,79.80520878174774,False,False,False,False,False,False,False,14746.0,VS,100.07112375533428
24,59432,MT,Rockport Colony,48.14593735187156,-112.5885232955868,W,False,177.98751578958343,T3,False,False,False,False,19.310344827586206,62.3,315.605,M,False,False,False,False,False,91.66666666666666,80.55555555555556,72.36111111111111,False,False,False,False,False,False,False,6353.0,VS,112.5
25,37705,TN,Clinton,36.22862286921178,-84.00947333626165,S,False,248.85589806110264,T2,True,False,False,False,10.73752711496746,43.2,315.605,M,False,False,False,False,False,95.06507592190889,91.48590021691972,87.54609544468546,False,False,False,False,False,False,False,494148.0,S,86.1101243339254
26,38464,TN,Lawrenceburg,35.29035464569415,-87.42845579783405,S,False,113.21856639568428,T3,True,False,False,False,7.51769587503051,41.7,315.605,M,False,False,False,False,False,84.71087533156498,86.05835543766578,81.50477453580902,False,False,False,False,False,False,False,30620.0,VS,90.23876972885472
